Date,Region,Category,Product,Segment,Units,Revenue,Profit
2024-08-10,Asia Pacific,Software,"Cloud Backup Plan",Government,2,626,358
2024-08-10,North America,Furniture,"Ergo Office Chair",Consumer,8,3591,496
2024-08-10,Asia Pacific,Software,"Analytics Suite License",Consumer,7,8610,5226
2024-08-12,Latin America,Office Supplies,"Label Printer",Consumer,4,698,311
2024-08-13,Latin America,Accessories,"Mechanical Keyboard",Consumer,5,437,172
2024-08-13,Latin America,Furniture,"Standing Desk Pro",Enterprise,3,1442,248
2024-08-14,Middle East,Furniture,"Standing Desk Pro",Enterprise,6,2267,398
2024-08-14,North America,Furniture,"Ergo Office Chair",Enterprise,7,3020,315
2024-08-14,Latin America,Electronics,"Vertex Monitor 27"",Enterprise,6,1992,435
2024-08-14,Europe,Accessories,"Laptop Sleeve",SMB,8,309,126
2024-08-14,Europe,Furniture,"Ergo Office Chair",Consumer,8,3521,537
2024-08-15,North America,Software,"Analytics Suite License",Government,11,17797,13136
2024-08-15,Middle East,Electronics,"Echo Wireless Earbuds",Enterprise,4,419,103
2024-08-15,North America,Accessories,"Laptop Sleeve",SMB,2,110,48
2024-08-15,Middle East,Furniture,"Standing Desk Pro",Enterprise,1,418,86
2024-08-16,Europe,Electronics,"Vertex Monitor 27"",Consumer,3,1091,208
2024-08-17,Middle East,Furniture,"Ergo Office Chair",Consumer,1,246,32
2024-08-17,Latin America,Software,"Security Shield Pro",SMB,4,2254,1279
2024-08-18,Middle East,Accessories,"Mechanical Keyboard",SMB,2,179,77
2024-08-18,North America,Accessories,"Mechanical Keyboard",SMB,9,1632,777
2024-08-19,North America,Electronics,"Echo Wireless Earbuds",Consumer,1,205,39
2024-08-20,North America,Accessories,"Laptop Sleeve",Government,4,211,97
2024-08-20,Europe,Electronics,"Echo Wireless Earbuds",Government,6,973,254
2024-08-20,North America,Office Supplies,"Stapler Deluxe",Enterprise,11,335,120
2024-08-20,North America,Office Supplies,"Stapler Deluxe",Government,10,350,115
2024-08-21,Latin America,Electronics,"Pulse Smartphone",Government,4,3020,597
2024-08-22,Middle East,Furniture,"Conference Table XL",Enterprise,1,727,90
2024-08-22,Latin America,Furniture,"Modular Bookshelf",Government,2,320,20
2024-08-23,Middle East,Furniture,"Conference Table XL",Government,7,4735,696
2024-08-24,Europe,Accessories,"Mechanical Keyboard",Government,2,279,102
2024-08-25,Europe,Electronics,"Nimbus Tablet",Consumer,3,2143,609
2024-08-25,Middle East,Office Supplies,"Ink Cartridge Pack",Government,5,251,80
2024-08-26,Latin America,Accessories,"Laptop Sleeve",Consumer,7,215,69
2024-08-27,Middle East,Office Supplies,"Stapler Deluxe",Consumer,4,66,15
2024-08-28,North America,Software,"Analytics Suite License",SMB,4,6569,4894
2024-09-01,Latin America,Accessories,"USB-C Hub",Consumer,4,170,57
2024-09-02,North America,Software,"Security Shield Pro",Government,1,765,450
2024-09-04,Europe,Furniture,"Modular Bookshelf",Consumer,1,246,27
2024-09-04,Asia Pacific,Office Supplies,"Ink Cartridge Pack",Government,2,138,27
2024-09-05,Middle East,Office Supplies,"Label Printer",Government,1,122,40
2024-09-05,Middle East,Office Supplies,"Ink Cartridge Pack",Enterprise,6,230,89
2024-09-05,Latin America,Furniture,"Standing Desk Pro",Enterprise,8,3835,677
2024-09-06,Latin America,Office Supplies,"Premium Notebook Set",Consumer,6,145,52
2024-09-06,Latin America,Furniture,"Modular Bookshelf",Consumer,7,1078,234
2024-09-09,Asia Pacific,Electronics,"Aurora Laptop 14"",Government,7,9048,2017
2024-09-10,Middle East,Electronics,"Pulse Smartphone",Government,6,3722,1058
2024-09-10,North America,Furniture,"Standing Desk Pro",Enterprise,1,834,162
2024-09-11,Asia Pacific,Office Supplies,"Stapler Deluxe",Enterprise,4,96,33
2024-09-11,Asia Pacific,Software,"Security Shield Pro",SMB,2,1598,987
2024-09-12,Asia Pacific,Software,"Design Studio License",Consumer,8,5992,3327
2024-09-12,Latin America,Furniture,"Modular Bookshelf",SMB,6,1060,204
2024-09-12,Europe,Office Supplies,"Stapler Deluxe",SMB,1,24,6
2024-09-13,North America,Electronics,"Nimbus Tablet",Enterprise,8,5271,1763
2024-09-13,Middle East,Furniture,"Ergo Office Chair",SMB,4,976,127
2024-09-13,Latin America,Accessories,"USB-C Hub",SMB,6,256,80
2024-09-14,Latin America,Accessories,"USB-C Hub",Enterprise,8,349,104
2024-09-14,Europe,Furniture,"Ergo Office Chair",SMB,3,1117,120
2024-09-15,Europe,Electronics,"Vertex Monitor 27"",Government,9,4053,1357
2024-09-15,Latin America,Office Supplies,"Premium Notebook Set",SMB,1,23,10
2024-09-16,Europe,Software,"Analytics Suite License",SMB,10,11385,6636
2024-09-17,Asia Pacific,Electronics,"Echo Wireless Earbuds",Consumer,4,614,203
2024-09-17,North America,Accessories,"Laptop Sleeve",SMB,4,172,74
2024-09-18,Asia Pacific,Software,"Cloud Backup Plan",SMB,9,2842,2155
2024-09-19,Europe,Electronics,"Echo Wireless Earbuds",Enterprise,9,1348,348
2024-09-20,Latin America,Electronics,"Nimbus Tablet",Enterprise,7,3280,1086
2024-09-20,Middle East,Office Supplies,"Stapler Deluxe",SMB,4,59,25
2024-09-22,Asia Pacific,Office Supplies,"Premium Notebook Set",Enterprise,10,349,133
2024-09-23,Middle East,Furniture,"Standing Desk Pro",Government,1,336,22
2024-09-24,Asia Pacific,Electronics,"Echo Wireless Earbuds",Enterprise,8,1359,272
2024-09-24,Europe,Office Supplies,"Premium Notebook Set",Government,4,126,44
2024-09-24,Europe,Office Supplies,"Ink Cartridge Pack",SMB,10,719,200
2024-09-25,Middle East,Furniture,"Modular Bookshelf",Consumer,1,130,14
2024-09-25,Middle East,Software,"Analytics Suite License",Enterprise,3,2496,1558
2024-09-26,North America,Furniture,"Modular Bookshelf",Enterprise,10,2649,431
2024-09-27,Europe,Furniture,"Conference Table XL",SMB,1,971,144
2024-10-01,Latin America,Furniture,"Modular Bookshelf",Consumer,3,556,118
2024-10-01,North America,Accessories,"Wireless Mouse",Government,1,57,18
2024-10-02,Europe,Furniture,"Ergo Office Chair",Enterprise,11,3777,261
2024-10-03,Middle East,Furniture,"Modular Bookshelf",Government,7,1122,117
2024-10-03,Europe,Software,"Security Shield Pro",Enterprise,9,6525,4042
2024-10-04,Latin America,Accessories,"Wireless Mouse",Government,6,213,67
2024-10-05,Latin America,Accessories,"Mechanical Keyboard",SMB,1,106,47
2024-10-05,Latin America,Software,"Cloud Backup Plan",Consumer,3,522,282
2024-10-06,North America,Accessories,"Laptop Sleeve",Government,8,400,161
2024-10-07,Asia Pacific,Furniture,"Standing Desk Pro",Government,11,6467,650
2024-10-07,North America,Software,"Analytics Suite License",Enterprise,4,6190,4724
2024-10-09,North America,Electronics,"Pulse Smartphone",Consumer,5,6153,1164
2024-10-10,Asia Pacific,Software,"Cloud Backup Plan",Government,8,2531,1514
2024-10-10,Asia Pacific,Software,"Security Shield Pro",Consumer,1,799,450
2024-10-11,Europe,Office Supplies,"Label Printer",SMB,5,1204,313
2024-10-11,Asia Pacific,Office Supplies,"Premium Notebook Set",Consumer,1,31,11
2024-10-12,North America,Office Supplies,"Ink Cartridge Pack",Government,8,584,145
2024-10-12,Europe,Furniture,"Conference Table XL",Government,9,11569,1441
2024-10-13,Europe,Software,"Security Shield Pro",Enterprise,8,5284,3575
2024-10-13,North America,Software,"Security Shield Pro",Government,12,10647,7838
2024-10-14,Middle East,Software,"Security Shield Pro",SMB,1,452,285
2024-10-14,Asia Pacific,Furniture,"Modular Bookshelf",Government,2,541,82
2024-10-15,Europe,Furniture,"Conference Table XL",Enterprise,10,12162,1284
2024-10-16,Asia Pacific,Accessories,"USB-C Hub",Enterprise,10,664,238
2024-10-16,Middle East,Accessories,"Laptop Sleeve",Government,5,114,44
2024-10-19,Europe,Software,"Security Shield Pro",SMB,2,1586,1081
2024-10-19,Latin America,Furniture,"Conference Table XL",Government,4,3187,535
2024-10-20,Europe,Software,"Analytics Suite License",Enterprise,3,4322,2464
2024-10-21,Middle East,Software,"Security Shield Pro",Consumer,6,2567,1491
2024-10-21,Latin America,Software,"Cloud Backup Plan",Government,2,398,284
2024-10-21,North America,Software,"Cloud Backup Plan",Government,11,3628,2591
2024-10-22,Europe,Software,"Design Studio License",Enterprise,7,4642,2999
2024-10-22,Latin America,Electronics,"Echo Wireless Earbuds",Consumer,5,580,110
2024-10-22,Europe,Electronics,"Aurora Laptop 14"",Consumer,10,13029,3341
2024-10-22,Latin America,Accessories,"USB-C Hub",Government,8,348,123
2024-10-24,North America,Furniture,"Ergo Office Chair",Consumer,6,2204,289
2024-10-27,Middle East,Office Supplies,"Label Printer",Government,6,761,238
2024-10-27,North America,Accessories,"Mechanical Keyboard",Enterprise,11,1804,776
2024-10-27,Middle East,Accessories,"Mechanical Keyboard",Consumer,3,287,140
2024-10-27,Middle East,Accessories,"Wireless Mouse",Government,5,140,38
2024-10-28,Latin America,Furniture,"Standing Desk Pro",Government,6,2981,551
2024-10-28,Latin America,Software,"Design Studio License",Government,4,2578,1746
2024-10-28,North America,Furniture,"Standing Desk Pro",Government,12,10449,1339
2024-11-01,Asia Pacific,Accessories,"Mechanical Keyboard",Government,3,406,196
2024-11-02,Asia Pacific,Furniture,"Standing Desk Pro",Enterprise,7,4463,964
2024-11-03,North America,Software,"Cloud Backup Plan",Enterprise,9,3014,1697
2024-11-03,Asia Pacific,Office Supplies,"Label Printer",Enterprise,3,706,262
2024-11-04,Europe,Accessories,"Mechanical Keyboard",SMB,4,438,181
2024-11-05,Middle East,Electronics,"Nimbus Tablet",Consumer,2,765,193
2024-11-05,Latin America,Office Supplies,"Premium Notebook Set",Government,2,42,17
2024-11-07,Asia Pacific,Software,"Analytics Suite License",Government,9,12788,9081
2024-11-08,Middle East,Office Supplies,"Label Printer",SMB,5,529,163
2024-11-09,Latin America,Office Supplies,"Label Printer",Consumer,3,443,178
2024-11-11,Latin America,Furniture,"Standing Desk Pro",SMB,3,1352,270
2024-11-12,Middle East,Electronics,"Echo Wireless Earbuds",Government,5,436,115
2024-11-12,North America,Accessories,"USB-C Hub",Government,5,377,187
2024-11-14,Europe,Software,"Design Studio License",Consumer,7,6170,4272
2024-11-15,Latin America,Accessories,"USB-C Hub",Enterprise,7,277,119
2024-11-15,Middle East,Accessories,"USB-C Hub",Government,3,113,51
2024-11-17,Europe,Office Supplies,"Ink Cartridge Pack",Consumer,8,650,207
2024-11-18,Europe,Software,"Analytics Suite License",SMB,7,8566,5437
2024-11-19,North America,Electronics,"Echo Wireless Earbuds",SMB,7,1275,330
2024-11-20,Latin America,Office Supplies,"Ink Cartridge Pack",Government,5,242,96
2024-11-21,Latin America,Accessories,"Mechanical Keyboard",SMB,6,631,212
2024-11-22,Europe,Electronics,"Echo Wireless Earbuds",SMB,10,1574,311
2024-11-22,Europe,Electronics,"Nimbus Tablet",Consumer,6,3613,782
2024-11-24,North America,Office Supplies,"Premium Notebook Set",Consumer,11,389,161
2024-11-24,Asia Pacific,Furniture,"Conference Table XL",Enterprise,8,8290,884
2024-11-24,Europe,Office Supplies,"Stapler Deluxe",Consumer,4,102,45
2024-11-25,Europe,Office Supplies,"Premium Notebook Set",Government,3,98,42
2024-11-27,North America,Office Supplies,"Stapler Deluxe",SMB,8,213,62
2024-11-27,Middle East,Software,"Analytics Suite License",SMB,6,5482,3566
2024-12-03,Europe,Software,"Security Shield Pro",SMB,7,5033,3221
2024-12-04,Latin America,Furniture,"Conference Table XL",SMB,2,1575,182
2024-12-05,Latin America,Software,"Security Shield Pro",SMB,2,841,460
2024-12-07,Middle East,Office Supplies,"Label Printer",Consumer,3,405,126
2024-12-07,Latin America,Furniture,"Standing Desk Pro",Enterprise,3,1374,176
2024-12-08,Latin America,Office Supplies,"Label Printer",Government,1,146,62
2024-12-09,Middle East,Furniture,"Conference Table XL",Government,7,5022,1024
2024-12-10,Asia Pacific,Furniture,"Standing Desk Pro",Government,11,6144,991
2024-12-12,North America,Electronics,"Echo Wireless Earbuds",Enterprise,2,333,76
2024-12-12,North America,Software,"Cloud Backup Plan",Consumer,11,3537,2154
2024-12-13,Europe,Furniture,"Conference Table XL",Enterprise,10,9192,1374
2024-12-13,North America,Office Supplies,"Stapler Deluxe",Consumer,4,117,46
2024-12-14,North America,Electronics,"Echo Wireless Earbuds",Enterprise,13,2613,593
2024-12-15,Asia Pacific,Furniture,"Modular Bookshelf",SMB,9,2338,455
2024-12-15,Europe,Accessories,"USB-C Hub",SMB,2,110,46
2024-12-16,Asia Pacific,Electronics,"Echo Wireless Earbuds",SMB,10,1709,409
2024-12-19,Latin America,Furniture,"Ergo Office Chair",Enterprise,4,1065,170
2024-12-20,North America,Furniture,"Conference Table XL",Government,5,5902,598
2024-12-20,Asia Pacific,Software,"Security Shield Pro",Enterprise,7,4719,2993
2024-12-21,Europe,Electronics,"Echo Wireless Earbuds",SMB,6,804,209
2024-12-21,Asia Pacific,Accessories,"Laptop Sleeve",SMB,11,414,164
2024-12-22,Latin America,Accessories,"USB-C Hub",Enterprise,6,240,98
2024-12-22,Asia Pacific,Electronics,"Pulse Smartphone",Government,7,6430,1424
2024-12-24,Latin America,Accessories,"USB-C Hub",SMB,1,36,13
2024-12-24,Latin America,Office Supplies,"Premium Notebook Set",Government,8,190,76
2024-12-25,Middle East,Electronics,"Aurora Laptop 14"",Consumer,3,2063,483
2025-01-01,Latin America,Furniture,"Modular Bookshelf",Consumer,7,1082,136
2025-01-02,Middle East,Electronics,"Echo Wireless Earbuds",Consumer,4,377,79
2025-01-02,Asia Pacific,Accessories,"Wireless Mouse",Consumer,11,602,226
2025-01-03,Middle East,Office Supplies,"Premium Notebook Set",Government,2,41,13
2025-01-04,North America,Software,"Cloud Backup Plan",Enterprise,5,1795,1026
2025-01-04,Asia Pacific,Accessories,"Laptop Sleeve",SMB,8,360,118
2025-01-04,Middle East,Accessories,"USB-C Hub",SMB,7,291,120
2025-01-04,Middle East,Furniture,"Ergo Office Chair",SMB,6,1220,129
2025-01-07,North America,Software,"Security Shield Pro",Government,3,2299,1403
2025-01-07,Latin America,Furniture,"Modular Bookshelf",Enterprise,5,790,98
2025-01-09,Latin America,Software,"Cloud Backup Plan",Government,2,442,249
2025-01-09,Latin America,Accessories,"Mechanical Keyboard",Government,7,637,314
2025-01-09,Middle East,Office Supplies,"Stapler Deluxe",SMB,3,53,16
2025-01-10,Latin America,Software,"Analytics Suite License",Enterprise,3,2290,1225
2025-01-10,Europe,Office Supplies,"Ink Cartridge Pack",SMB,2,173,69
2025-01-11,Middle East,Furniture,"Modular Bookshelf",Consumer,4,588,75
2025-01-12,Asia Pacific,Electronics,"Pulse Smartphone",Enterprise,1,1042,256
2025-01-12,Latin America,Software,"Security Shield Pro",Government,1,498,339
2025-01-12,North America,Electronics,"Pulse Smartphone",Government,12,14503,4415
2025-01-13,Asia Pacific,Furniture,"Modular Bookshelf",Enterprise,2,534,66
2025-01-14,Middle East,Accessories,"Mechanical Keyboard",Consumer,4,284,108
2025-01-14,Asia Pacific,Furniture,"Standing Desk Pro",SMB,8,4477,775
2025-01-14,North America,Furniture,"Standing Desk Pro",SMB,6,4722,391
2025-01-15,Europe,Office Supplies,"Label Printer",Consumer,10,2344,694
2025-01-17,Middle East,Electronics,"Nimbus Tablet",Enterprise,4,1574,456
2025-01-18,Middle East,Furniture,"Ergo Office Chair",Consumer,3,585,52
2025-01-19,Middle East,Electronics,"Vertex Monitor 27"",Consumer,5,1247,325
2025-01-20,Asia Pacific,Office Supplies,"Ink Cartridge Pack",SMB,3,234,88
2025-01-20,North America,Furniture,"Ergo Office Chair",Government,11,5105,634
2025-01-22,North America,Furniture,"Standing Desk Pro",SMB,1,767,99
2025-01-23,Europe,Electronics,"Echo Wireless Earbuds",Enterprise,10,1727,523
2025-01-24,Latin America,Accessories,"Mechanical Keyboard",SMB,5,548,188
2025-01-25,Latin America,Electronics,"Pulse Smartphone",SMB,4,2517,842
2025-01-26,North America,Furniture,"Conference Table XL",Consumer,7,9357,1336
2025-01-26,Asia Pacific,Accessories,"USB-C Hub",Consumer,4,293,117
2025-01-28,Asia Pacific,Furniture,"Conference Table XL",Consumer,4,5444,637
2025-01-28,Middle East,Accessories,"Wireless Mouse",Enterprise,5,127,39
2025-02-01,Middle East,Accessories,"Mechanical Keyboard",Consumer,6,530,164
2025-02-01,Asia Pacific,Office Supplies,"Premium Notebook Set",Government,3,103,41
2025-02-01,North America,Accessories,"Mechanical Keyboard",Government,3,514,182
2025-02-03,Middle East,Furniture,"Modular Bookshelf",SMB,1,180,26
2025-02-05,Europe,Furniture,"Conference Table XL",Government,1,1358,285
2025-02-05,Middle East,Accessories,"USB-C Hub",Consumer,5,194,88
2025-02-08,Middle East,Furniture,"Modular Bookshelf",SMB,7,1159,233
2025-02-08,Latin America,Software,"Design Studio License",Consumer,2,1084,710
2025-02-09,Middle East,Office Supplies,"Premium Notebook Set",Consumer,2,48,13
2025-02-09,Asia Pacific,Furniture,"Standing Desk Pro",Enterprise,8,6092,1047
2025-02-10,Middle East,Electronics,"Nimbus Tablet",Consumer,5,1537,253
2025-02-10,Europe,Office Supplies,"Ink Cartridge Pack",Consumer,7,506,126
2025-02-12,Asia Pacific,Electronics,"Vertex Monitor 27"",SMB,4,1979,644
2025-02-12,North America,Electronics,"Pulse Smartphone",Government,12,13448,4418
2025-02-14,Latin America,Furniture,"Ergo Office Chair",Enterprise,3,713,89
2025-02-14,Middle East,Office Supplies,"Ink Cartridge Pack",Government,5,278,86
2025-02-15,Asia Pacific,Furniture,"Ergo Office Chair",Enterprise,6,2295,425
2025-02-16,Asia Pacific,Furniture,"Modular Bookshelf",Government,7,1990,199
2025-02-17,Asia Pacific,Accessories,"Wireless Mouse",SMB,11,688,235
2025-02-17,Latin America,Electronics,"Aurora Laptop 14"",SMB,6,5021,685
2025-02-17,Latin America,Office Supplies,"Label Printer",Government,1,129,29
2025-02-18,Middle East,Accessories,"Mechanical Keyboard",Consumer,6,525,250
2025-02-18,Asia Pacific,Electronics,"Echo Wireless Earbuds",SMB,8,1207,217
2025-02-19,Latin America,Electronics,"Aurora Laptop 14"",Government,1,1004,341
2025-02-20,Europe,Furniture,"Standing Desk Pro",Government,10,5767,388
2025-02-23,Europe,Electronics,"Aurora Laptop 14"",Enterprise,7,9023,2107
2025-02-23,Europe,Accessories,"USB-C Hub",Government,4,267,91
2025-02-23,North America,Accessories,"Wireless Mouse",SMB,6,447,159
2025-02-23,Europe,Electronics,"Aurora Laptop 14"",SMB,3,4699,857
2025-02-25,Asia Pacific,Electronics,"Echo Wireless Earbuds",Government,10,1771,334
2025-02-25,Europe,Electronics,"Aurora Laptop 14"",Government,8,13023,3499
2025-02-26,Middle East,Office Supplies,"Stapler Deluxe",Enterprise,5,79,27
2025-02-27,Middle East,Accessories,"Laptop Sleeve",Consumer,2,52,19
2025-03-01,Asia Pacific,Electronics,"Aurora Laptop 14"",SMB,9,15636,3577
2025-03-02,Europe,Furniture,"Standing Desk Pro",SMB,10,7578,688
2025-03-02,Asia Pacific,Software,"Design Studio License",Consumer,5,5495,3126
2025-03-02,Europe,Furniture,"Modular Bookshelf",Government,4,1022,131
2025-03-03,Asia Pacific,Office Supplies,"Label Printer",Enterprise,9,2673,1073
2025-03-03,Middle East,Accessories,"USB-C Hub",Government,6,266,102
2025-03-03,Latin America,Furniture,"Ergo Office Chair",Consumer,2,535,64
2025-03-04,Asia Pacific,Accessories,"Mechanical Keyboard",Government,2,316,120
2025-03-05,Europe,Office Supplies,"Premium Notebook Set",SMB,6,249,93
2025-03-05,Europe,Electronics,"Vertex Monitor 27"",Government,5,2272,536
2025-03-05,Europe,Office Supplies,"Premium Notebook Set",Enterprise,2,65,21
2025-03-05,Latin America,Software,"Cloud Backup Plan",Government,2,438,336
2025-03-08,Asia Pacific,Accessories,"Wireless Mouse",SMB,9,618,270
2025-03-09,Europe,Office Supplies,"Label Printer",Government,10,2887,1292
2025-03-11,Middle East,Accessories,"Wireless Mouse",Enterprise,4,139,52
2025-03-11,North America,Accessories,"Laptop Sleeve",SMB,9,549,174
2025-03-11,Latin America,Furniture,"Conference Table XL",Consumer,6,5549,1106
2025-03-11,North America,Furniture,"Standing Desk Pro",Government,7,5809,989
2025-03-11,Middle East,Office Supplies,"Premium Notebook Set",Government,3,72,23
2025-03-13,Latin America,Software,"Cloud Backup Plan",Consumer,2,427,286
2025-03-14,Latin America,Office Supplies,"Ink Cartridge Pack",Government,3,187,53
2025-03-14,Europe,Office Supplies,"Premium Notebook Set",SMB,10,334,103
2025-03-15,North America,Electronics,"Aurora Laptop 14"",Consumer,12,24437,6752
2025-03-15,Latin America,Accessories,"USB-C Hub",Consumer,5,247,99
2025-03-16,Middle East,Furniture,"Conference Table XL",Government,5,4482,657
2025-03-16,Latin America,Accessories,"Laptop Sleeve",Enterprise,2,65,25
2025-03-17,Europe,Accessories,"Laptop Sleeve",Consumer,7,343,156
2025-03-17,North America,Electronics,"Echo Wireless Earbuds",Government,2,485,112
2025-03-18,North America,Software,"Analytics Suite License",SMB,5,9540,5498
2025-03-18,Latin America,Electronics,"Vertex Monitor 27"",Government,4,1084,141
2025-03-19,Latin America,Software,"Design Studio License",Government,7,5317,3397
2025-03-19,Asia Pacific,Accessories,"USB-C Hub",Government,12,903,376
2025-03-19,Latin America,Software,"Cloud Backup Plan",Consumer,3,657,491
2025-03-19,Europe,Furniture,"Standing Desk Pro",Consumer,3,2455,483
2025-03-20,North America,Electronics,"Nimbus Tablet",Enterprise,6,4912,1446
2025-03-21,Latin America,Software,"Security Shield Pro",SMB,7,4638,3482
2025-03-21,Middle East,Office Supplies,"Premium Notebook Set",Enterprise,2,49,21
2025-03-21,Asia Pacific,Software,"Design Studio License",Consumer,3,3271,2499
2025-03-21,North America,Software,"Security Shield Pro",Consumer,10,8764,4243
2025-03-24,Asia Pacific,Furniture,"Modular Bookshelf",Consumer,8,2302,370
2025-03-25,Asia Pacific,Software,"Analytics Suite License",SMB,3,5681,3289
2025-03-25,Europe,Accessories,"Wireless Mouse",Enterprise,3,174,71
2025-03-26,Asia Pacific,Software,"Analytics Suite License",Consumer,11,19812,12255
2025-03-26,Europe,Furniture,"Standing Desk Pro",Government,3,2050,183
2025-03-27,Europe,Accessories,"Laptop Sleeve",Government,4,171,59
2025-03-28,Europe,Electronics,"Pulse Smartphone",Government,10,12254,3063
2025-03-28,Asia Pacific,Software,"Design Studio License",Government,11,10938,6034
2025-04-01,Europe,Furniture,"Modular Bookshelf",SMB,2,606,68
2025-04-02,Europe,Office Supplies,"Label Printer",Government,11,3112,1051
2025-04-02,North America,Electronics,"Echo Wireless Earbuds",Consumer,1,253,68
2025-04-03,Latin America,Office Supplies,"Label Printer",SMB,7,1215,395
2025-04-03,Europe,Electronics,"Pulse Smartphone",SMB,10,10025,2750
2025-04-03,Europe,Electronics,"Pulse Smartphone",Enterprise,11,13151,3862
2025-04-03,North America,Electronics,"Aurora Laptop 14"",SMB,8,16685,5344
2025-04-04,North America,Electronics,"Pulse Smartphone",Government,10,13896,3640
2025-04-05,Europe,Accessories,"Mechanical Keyboard",Enterprise,8,1290,368
2025-04-05,Europe,Electronics,"Aurora Laptop 14"",SMB,11,16072,2786
2025-04-05,Middle East,Accessories,"Wireless Mouse",Enterprise,5,169,44
2025-04-06,North America,Office Supplies,"Ink Cartridge Pack",Enterprise,7,727,203
2025-04-06,Latin America,Furniture,"Conference Table XL",Enterprise,4,3160,160
2025-04-06,Asia Pacific,Electronics,"Pulse Smartphone",Enterprise,10,12423,2322
2025-04-06,Latin America,Accessories,"USB-C Hub",Government,3,179,67
2025-04-07,North America,Electronics,"Aurora Laptop 14"",SMB,5,10221,3433
2025-04-08,North America,Accessories,"Wireless Mouse",Enterprise,7,512,211
2025-04-09,Asia Pacific,Accessories,"Laptop Sleeve",Enterprise,2,116,56
2025-04-10,Asia Pacific,Software,"Analytics Suite License",Government,5,8281,4855
2025-04-11,Asia Pacific,Electronics,"Vertex Monitor 27"",SMB,7,3879,935
2025-04-12,Europe,Furniture,"Ergo Office Chair",Consumer,3,1277,209
2025-04-13,Middle East,Office Supplies,"Label Printer",SMB,7,1058,354
2025-04-13,North America,Accessories,"USB-C Hub",Consumer,6,482,181
2025-04-13,North America,Furniture,"Ergo Office Chair",SMB,13,7522,1293
2025-04-13,Latin America,Accessories,"USB-C Hub",Government,7,356,110
2025-04-14,Europe,Office Supplies,"Stapler Deluxe",Government,6,203,89
2025-04-15,Asia Pacific,Office Supplies,"Label Printer",Government,2,635,209
2025-04-15,Asia Pacific,Accessories,"Mechanical Keyboard",Enterprise,1,167,56
2025-04-15,Middle East,Office Supplies,"Ink Cartridge Pack",SMB,3,172,76
2025-04-15,Middle East,Accessories,"Laptop Sleeve",Enterprise,3,103,37
2025-04-15,Asia Pacific,Software,"Security Shield Pro",Consumer,3,3032,2121
2025-04-16,Latin America,Furniture,"Conference Table XL",Consumer,6,6054,771
2025-04-17,Middle East,Electronics,"Aurora Laptop 14"",SMB,3,2898,980
2025-04-18,Europe,Software,"Security Shield Pro",Consumer,7,6579,4412
2025-04-19,Asia Pacific,Office Supplies,"Premium Notebook Set",Consumer,11,457,135
2025-04-20,Europe,Furniture,"Conference Table XL",SMB,7,9373,1201
2025-04-20,Europe,Office Supplies,"Stapler Deluxe",Enterprise,4,131,55
2025-04-20,Asia Pacific,Furniture,"Standing Desk Pro",Consumer,6,4737,629
2025-04-20,Middle East,Furniture,"Modular Bookshelf",SMB,3,448,13
2025-04-20,Asia Pacific,Software,"Analytics Suite License",SMB,2,3438,2503
2025-04-20,Asia Pacific,Accessories,"Wireless Mouse",Government,3,211,87
2025-04-20,Middle East,Software,"Cloud Backup Plan",Government,5,1135,629
2025-04-23,Asia Pacific,Software,"Design Studio License",Consumer,9,9804,6634
2025-04-23,Middle East,Furniture,"Modular Bookshelf",SMB,4,796,96
2025-04-24,Middle East,Accessories,"Wireless Mouse",SMB,5,211,68
2025-04-24,Latin America,Electronics,"Echo Wireless Earbuds",SMB,7,917,224
2025-04-24,Latin America,Furniture,"Standing Desk Pro",SMB,5,3162,545
2025-04-25,Middle East,Accessories,"Mechanical Keyboard",Consumer,1,85,33
2025-04-26,Europe,Furniture,"Conference Table XL",Enterprise,5,7357,871
2025-04-26,Middle East,Furniture,"Ergo Office Chair",Consumer,5,1571,202
2025-04-26,Asia Pacific,Accessories,"Mechanical Keyboard",Consumer,4,729,319
2025-04-27,Europe,Accessories,"Mechanical Keyboard",Government,3,464,185
2025-04-27,Latin America,Furniture,"Ergo Office Chair",Government,5,1539,324
2025-04-28,Latin America,Electronics,"Pulse Smartphone",Government,3,2314,614
2025-05-01,North America,Accessories,"USB-C Hub",Enterprise,9,906,375
2025-05-01,Europe,Furniture,"Ergo Office Chair",SMB,3,1464,259
2025-05-01,Europe,Office Supplies,"Stapler Deluxe",Consumer,8,277,111
2025-05-02,Middle East,Software,"Cloud Backup Plan",Consumer,3,673,484
2025-05-02,Asia Pacific,Software,"Cloud Backup Plan",Government,8,3059,2319
2025-05-03,Europe,Furniture,"Conference Table XL",Government,1,1622,323
2025-05-05,North America,Software,"Security Shield Pro",Enterprise,13,15937,9232
2025-05-05,Middle East,Software,"Analytics Suite License",Enterprise,5,5359,3216
2025-05-05,Asia Pacific,Accessories,"Mechanical Keyboard",Enterprise,10,1775,641
2025-05-05,Europe,Electronics,"Nimbus Tablet",Government,2,1546,311
2025-05-06,Middle East,Electronics,"Pulse Smartphone",Government,1,814,232
2025-05-06,Middle East,Accessories,"Wireless Mouse",Enterprise,3,130,49
2025-05-10,Middle East,Electronics,"Pulse Smartphone",Government,7,5311,1562
2025-05-10,Middle East,Software,"Cloud Backup Plan",Consumer,3,652,421
